order_id,has_dispute,num_disputes,total_recoverable,disputes,carrier,order_date
ORD-000033,True,1,44.84,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 44.84, 'success_probability': 0.7, 'expected_recovery': 31.39, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-12-07
ORD-000034,False,0,0.0,[],UPS,2025-10-31
ORD-000035,False,0,0.0,[],La Poste,2025-11-23
ORD-000036,False,0,0.0,[],Mondial Relay,2025-12-31
ORD-000037,False,0,0.0,[],Chronopost,2026-01-05
ORD-000038,False,0,0.0,[],Mondial Relay,2025-10-17
ORD-000039,False,0,0.0,[],Mondial Relay,2025-12-30
ORD-000040,False,0,0.0,[],Chronopost,2025-12-24
ORD-000041,False,0,0.0,[],Mondial Relay,2025-10-20
ORD-000042,True,2,24.48,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 15.3, 'success_probability': 0.7, 'expected_recovery': 10.71, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 9.18, 'success_probability': 0.65, 'expected_recovery': 5.97, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",UPS,2025-12-04
ORD-000043,True,1,7.7,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 7.7, 'success_probability': 0.7, 'expected_recovery': 5.39, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-12-21
ORD-000044,False,0,0.0,[],Chronopost,2025-12-09
ORD-000045,False,0,0.0,[],Chronopost,2026-01-10
ORD-000046,False,0,0.0,[],DHL,2025-11-22
ORD-000047,False,0,0.0,[],Chronopost,2025-11-22
ORD-000048,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Colissimo,2025-11-04
ORD-000049,False,0,0.0,[],Colissimo,2025-10-29
ORD-000050,False,0,0.0,[],Colissimo,2025-12-24
ORD-000051,True,2,15.81,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 9.88, 'success_probability': 0.7, 'expected_recovery': 6.92, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 5.93, 'success_probability': 0.65, 'expected_recovery': 3.85, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-12-22
ORD-000052,False,0,0.0,[],Chronopost,2025-11-03
ORD-000053,False,0,0.0,[],Chronopost,2025-12-05
ORD-000054,False,0,0.0,[],DHL,2025-12-06
ORD-000055,False,0,0.0,[],Mondial Relay,2025-12-19
ORD-000056,False,0,0.0,[],La Poste,2025-11-21
ORD-000057,False,0,0.0,[],DHL,2025-10-23
ORD-000058,False,0,0.0,[],DHL,2025-12-14
ORD-000059,False,0,0.0,[],La Poste,2026-01-10
ORD-000060,False,0,0.0,[],Colissimo,2025-10-12
ORD-000061,False,0,0.0,[],DHL,2025-11-30
ORD-000062,True,1,17.69,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 17.69, 'success_probability': 0.7, 'expected_recovery': 12.38, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-12-31
ORD-000063,False,0,0.0,[],Colissimo,2025-10-29
ORD-000064,False,0,0.0,[],UPS,2025-10-16
ORD-000065,False,0,0.0,[],La Poste,2025-12-18
ORD-000066,False,0,0.0,[],UPS,2025-11-30
ORD-000067,False,0,0.0,[],Mondial Relay,2025-10-31
ORD-000068,False,0,0.0,[],Colissimo,2025-10-11
ORD-000069,False,0,0.0,[],DHL,2025-11-12
ORD-000070,False,0,0.0,[],La Poste,2025-12-14
ORD-000071,False,0,0.0,[],UPS,2025-11-19
ORD-000072,False,0,0.0,[],UPS,2025-10-04
ORD-000073,True,2,87.47,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 54.67, 'success_probability': 0.7, 'expected_recovery': 38.27, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 32.8, 'success_probability': 0.65, 'expected_recovery': 21.32, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Chronopost,2025-12-08
ORD-000074,False,0,0.0,[],UPS,2025-11-03
ORD-000075,True,2,23.06,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 14.41, 'success_probability': 0.7, 'expected_recovery': 10.09, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 8.65, 'success_probability': 0.65, 'expected_recovery': 5.62, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",UPS,2026-01-15
ORD-000076,False,0,0.0,[],La Poste,2025-10-09
ORD-000077,False,0,0.0,[],Colissimo,2025-10-31
ORD-000078,True,1,25.79,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 25.79, 'success_probability': 0.7, 'expected_recovery': 18.05, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-10-22
ORD-000079,True,2,35.76,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 18.9, 'success_probability': 0.95, 'expected_recovery': 17.95, 'legal_basis': 'Violation engagement contractuel délai garanti'}, {'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 16.86, 'success_probability': 0.7, 'expected_recovery': 11.8, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-12-13
ORD-000080,False,0,0.0,[],Colissimo,2025-12-20
ORD-000081,True,2,75.07,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 46.92, 'success_probability': 0.7, 'expected_recovery': 32.84, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 28.15, 'success_probability': 0.65, 'expected_recovery': 18.3, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",DHL,2025-11-14
ORD-000082,False,0,0.0,[],UPS,2025-10-14
ORD-000083,False,0,0.0,[],Mondial Relay,2025-12-23
ORD-000084,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Colissimo,2025-11-11
ORD-000085,True,1,2.5,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 2.5, 'success_probability': 0.7, 'expected_recovery': 1.75, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-11-29
ORD-000086,False,0,0.0,[],Mondial Relay,2025-11-03
ORD-000087,False,0,0.0,[],Colissimo,2025-10-11
ORD-000088,False,0,0.0,[],Chronopost,2025-11-27
ORD-000089,False,0,0.0,[],UPS,2025-11-17
ORD-000090,True,1,68.36,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 68.36, 'success_probability': 0.7, 'expected_recovery': 47.85, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-11-15
ORD-000091,False,0,0.0,[],La Poste,2026-01-06
ORD-000092,True,1,24.25,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 24.25, 'success_probability': 0.7, 'expected_recovery': 16.97, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-12-07
ORD-000093,False,0,0.0,[],Mondial Relay,2025-10-17
ORD-000094,False,0,0.0,[],UPS,2026-01-05
ORD-000095,False,0,0.0,[],Mondial Relay,2025-10-07
ORD-000096,False,0,0.0,[],DHL,2025-10-10
ORD-000097,False,0,0.0,[],Colissimo,2025-10-11
ORD-000098,False,0,0.0,[],Mondial Relay,2025-11-26
ORD-000099,True,1,12.55,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 12.55, 'success_probability': 0.7, 'expected_recovery': 8.79, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Chronopost,2026-01-03
ORD-000100,False,0,0.0,[],Chronopost,2025-10-21
ORD-000101,False,0,0.0,[],La Poste,2025-11-06
ORD-000102,False,0,0.0,[],DHL,2025-12-20
ORD-000103,False,0,0.0,[],Colissimo,2025-11-04
ORD-000104,True,1,2.95,"[{'rule_id': 'standard_delay', 'rule_name': 'Retard Significatif Service Standard', 'priority': 'LOW', 'recoverable_amount': 2.95, 'success_probability': 0.6, 'expected_recovery': 1.77, 'legal_basis': 'Manquement obligation de moyens'}]",Chronopost,2025-11-26
ORD-000105,False,0,0.0,[],UPS,2025-12-03
ORD-000106,True,1,18.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 18.9, 'success_probability': 0.95, 'expected_recovery': 17.95, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Colissimo,2025-10-12
ORD-000107,False,0,0.0,[],DHL,2025-11-04
ORD-000108,False,0,0.0,[],DHL,2025-10-24
ORD-000109,False,0,0.0,[],Chronopost,2025-12-25
ORD-000110,False,0,0.0,[],DHL,2025-11-21
ORD-000111,False,0,0.0,[],DHL,2025-11-21
ORD-000112,False,0,0.0,[],UPS,2025-12-19
ORD-000113,False,0,0.0,[],La Poste,2025-11-26
ORD-000114,False,0,0.0,[],UPS,2025-12-10
ORD-000115,False,0,0.0,[],UPS,2025-10-20
ORD-000116,False,0,0.0,[],UPS,2025-11-01
ORD-000117,False,0,0.0,[],Chronopost,2025-10-18
ORD-000118,True,2,164.34,"[{'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 161.39, 'success_probability': 0.98, 'expected_recovery': 158.16, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}, {'rule_id': 'standard_delay', 'rule_name': 'Retard Significatif Service Standard', 'priority': 'LOW', 'recoverable_amount': 2.95, 'success_probability': 0.6, 'expected_recovery': 1.77, 'legal_basis': 'Manquement obligation de moyens'}]",Chronopost,2026-01-14
ORD-000119,False,0,0.0,[],UPS,2025-12-08
ORD-000120,False,0,0.0,[],Colissimo,2025-12-29
ORD-000121,True,1,22.16,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 22.16, 'success_probability': 0.7, 'expected_recovery': 15.51, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",UPS,2026-01-12
ORD-000122,False,0,0.0,[],UPS,2025-10-13
ORD-000123,False,0,0.0,[],Chronopost,2025-10-20
ORD-000124,False,0,0.0,[],La Poste,2025-11-12
ORD-000125,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Chronopost,2025-12-09
ORD-000126,False,0,0.0,[],Chronopost,2025-11-25
ORD-000127,False,0,0.0,[],Mondial Relay,2025-10-06
ORD-000128,False,0,0.0,[],DHL,2025-11-22
ORD-000129,False,0,0.0,[],La Poste,2025-12-19
ORD-000130,True,2,14.35,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 8.97, 'success_probability': 0.7, 'expected_recovery': 6.28, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 5.38, 'success_probability': 0.65, 'expected_recovery': 3.5, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",La Poste,2025-11-02
ORD-000131,True,2,27.84,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 17.4, 'success_probability': 0.7, 'expected_recovery': 12.18, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 10.44, 'success_probability': 0.65, 'expected_recovery': 6.79, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",La Poste,2025-11-08
ORD-000132,False,0,0.0,[],Colissimo,2025-10-14
ORD-000133,False,0,0.0,[],La Poste,2026-01-15
ORD-000134,False,0,0.0,[],Mondial Relay,2026-01-15
ORD-000135,False,0,0.0,[],La Poste,2025-12-26
ORD-000136,False,0,0.0,[],UPS,2025-11-09
ORD-000137,False,0,0.0,[],Colissimo,2025-11-23
ORD-000138,False,0,0.0,[],UPS,2025-11-02
ORD-000139,True,1,15.24,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 15.24, 'success_probability': 0.7, 'expected_recovery': 10.67, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Colissimo,2025-10-19
ORD-000140,False,0,0.0,[],La Poste,2025-11-17
ORD-000141,False,0,0.0,[],La Poste,2025-10-14
ORD-000142,False,0,0.0,[],La Poste,2025-10-09
ORD-000143,False,0,0.0,[],UPS,2025-11-08
ORD-000144,True,1,18.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 18.9, 'success_probability': 0.95, 'expected_recovery': 17.95, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",La Poste,2026-01-04
ORD-000145,False,0,0.0,[],UPS,2026-01-15
ORD-000146,True,1,150.87,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 150.87, 'success_probability': 0.7, 'expected_recovery': 105.61, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Mondial Relay,2025-10-31
ORD-000147,False,0,0.0,[],UPS,2026-01-14
ORD-000148,False,0,0.0,[],DHL,2025-10-17
ORD-000149,True,1,10.83,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 10.83, 'success_probability': 0.7, 'expected_recovery': 7.58, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2025-10-19
ORD-000150,False,0,0.0,[],Colissimo,2025-11-15
ORD-000151,False,0,0.0,[],Chronopost,2025-12-07
ORD-000152,False,0,0.0,[],DHL,2025-11-27
ORD-000153,True,1,18.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 18.9, 'success_probability': 0.95, 'expected_recovery': 17.95, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",La Poste,2025-11-28
ORD-000154,False,0,0.0,[],UPS,2025-10-14
ORD-000155,False,0,0.0,[],Chronopost,2025-10-19
ORD-000156,False,0,0.0,[],DHL,2025-11-28
ORD-000157,False,0,0.0,[],La Poste,2025-12-10
ORD-000158,False,0,0.0,[],UPS,2026-01-14
ORD-000159,True,1,22.92,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 22.92, 'success_probability': 0.7, 'expected_recovery': 16.04, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-10-20
ORD-000160,False,0,0.0,[],Colissimo,2025-11-17
ORD-000161,True,1,20.27,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 20.27, 'success_probability': 0.7, 'expected_recovery': 14.19, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",UPS,2025-12-25
ORD-000162,True,2,47.42,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 29.64, 'success_probability': 0.7, 'expected_recovery': 20.75, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 17.78, 'success_probability': 0.65, 'expected_recovery': 11.56, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",UPS,2025-12-24
ORD-000163,False,0,0.0,[],UPS,2026-01-12
ORD-000164,False,0,0.0,[],Chronopost,2025-11-04
ORD-000165,False,0,0.0,[],La Poste,2025-12-12
ORD-000166,False,0,0.0,[],UPS,2025-11-23
ORD-000167,False,0,0.0,[],Chronopost,2025-12-16
ORD-000168,False,0,0.0,[],UPS,2025-11-04
ORD-000169,True,2,133.7,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 83.56, 'success_probability': 0.7, 'expected_recovery': 58.5, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 50.14, 'success_probability': 0.65, 'expected_recovery': 32.59, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Mondial Relay,2025-10-15
ORD-000170,False,0,0.0,[],Chronopost,2025-10-08
ORD-000171,False,0,0.0,[],UPS,2025-10-01
ORD-000172,True,1,26.36,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 26.36, 'success_probability': 0.7, 'expected_recovery': 18.45, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-12-11
ORD-000173,False,0,0.0,[],Mondial Relay,2025-10-10
ORD-000174,True,1,11.44,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 11.44, 'success_probability': 0.7, 'expected_recovery': 8.0, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Chronopost,2025-11-21
ORD-000175,False,0,0.0,[],UPS,2025-12-15
ORD-000176,False,0,0.0,[],Chronopost,2025-10-22
ORD-000177,True,1,25.62,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 25.62, 'success_probability': 0.7, 'expected_recovery': 17.94, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2026-01-02
ORD-000178,False,0,0.0,[],Chronopost,2025-12-23
ORD-000179,False,0,0.0,[],DHL,2025-12-27
ORD-000180,False,0,0.0,[],Chronopost,2025-11-26
ORD-000181,False,0,0.0,[],UPS,2025-11-09
ORD-000182,False,0,0.0,[],DHL,2025-10-12
ORD-000183,False,0,0.0,[],DHL,2025-11-27
ORD-000184,False,0,0.0,[],Mondial Relay,2026-01-12
ORD-000185,False,0,0.0,[],DHL,2025-11-26
ORD-000186,False,0,0.0,[],Mondial Relay,2026-01-08
ORD-000187,False,0,0.0,[],Mondial Relay,2025-11-19
ORD-000188,False,0,0.0,[],Mondial Relay,2025-11-14
ORD-000189,False,0,0.0,[],La Poste,2025-11-18
ORD-000190,False,0,0.0,[],Mondial Relay,2025-10-03
ORD-000191,False,0,0.0,[],Colissimo,2025-10-29
ORD-000192,True,1,19.66,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 19.66, 'success_probability': 0.7, 'expected_recovery': 13.76, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",Chronopost,2025-12-07
ORD-000193,False,0,0.0,[],Colissimo,2026-01-12
ORD-000194,False,0,0.0,[],DHL,2025-11-26
ORD-000195,False,0,0.0,[],UPS,2026-01-09
ORD-000196,True,1,12.9,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}]",Mondial Relay,2025-11-29
ORD-000197,False,0,0.0,[],DHL,2026-01-11
ORD-000198,False,0,0.0,[],La Poste,2025-10-14
ORD-000199,True,2,72.09,"[{'rule_id': 'express_delay', 'rule_name': 'Retard Service Express/Premium', 'priority': 'HIGH', 'recoverable_amount': 12.9, 'success_probability': 0.95, 'expected_recovery': 12.25, 'legal_basis': 'Violation engagement contractuel délai garanti'}, {'rule_id': 'package_lost', 'rule_name': 'Colis Perdu', 'priority': 'CRITICAL', 'recoverable_amount': 59.19, 'success_probability': 0.98, 'expected_recovery': 58.01, 'legal_basis': 'Article L133-3 Code de Commerce - Responsabilité transporteur'}]",Colissimo,2025-12-05
ORD-000200,False,0,0.0,[],Chronopost,2025-11-14
ORD-000201,False,0,0.0,[],Mondial Relay,2025-10-04
ORD-000202,True,1,13.4,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 13.4, 'success_probability': 0.7, 'expected_recovery': 9.38, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",La Poste,2025-11-30
ORD-000203,False,0,0.0,[],La Poste,2025-12-10
ORD-000204,False,0,0.0,[],Colissimo,2025-10-07
ORD-000205,False,0,0.0,[],La Poste,2025-10-03
ORD-000206,False,0,0.0,[],DHL,2025-10-31
ORD-000207,False,0,0.0,[],DHL,2026-01-09
ORD-000208,False,0,0.0,[],La Poste,2025-11-02
ORD-000209,False,0,0.0,[],DHL,2026-01-07
ORD-000210,True,2,17.49,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 10.93, 'success_probability': 0.7, 'expected_recovery': 7.65, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}, {'rule_id': 'wrong_gps', 'rule_name': 'GPS Incohérent (Livraison contestable)', 'priority': 'MEDIUM', 'recoverable_amount': 6.56, 'success_probability': 0.65, 'expected_recovery': 4.26, 'legal_basis': 'Preuve de livraison géolocalisée non conforme'}]",Colissimo,2025-12-22
ORD-000211,False,0,0.0,[],Chronopost,2025-10-26
ORD-000212,True,1,31.02,"[{'rule_id': 'invalid_pod', 'rule_name': 'Preuve de Livraison Invalide', 'priority': 'MEDIUM', 'recoverable_amount': 31.02, 'success_probability': 0.7, 'expected_recovery': 21.72, 'legal_basis': 'Défaut de preuve de remise conforme (CGV transporteur)'}]",DHL,2026-01-13
ORD-000213,False,0,0.0,[],Mondial Relay,2025-10-16
ORD-000214,False,0,0.0,[],UPS,2025-10-24
ORD-000215,False,0,0.0,[],DHL,2025-11-25
ORD-000216,False,0,0.0,[],Mondial Relay,2025-11-07
